X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,weather,sci,comm,nav,misc
2017-014A,42070,*+,ECHOSTAR 23,US,2017-03-16,AFETR,NA,1436.1,0,35795,35778,13.1623,,0,0,1,0,0
2017-016A,42075,*+,WGS F9 (USA 275),US,2017-03-19,AFETR,NA,1436.1,0,35788,35786,N/A,,0,0,1,0,0
2017-017A,42432,*+,SES-10,SES,2017-03-30,AFETR,NA,1436.1,0,35799,35776,6.4930,,0,0,1,0,0
2017-018A,42662,*+,CHINASAT 16 (SJ-13),PRC,2017-04-12,XICLF,NA,1436.1,0.1,35819,35754,12.3708,,0,0,1,0,0
2017-023A,42691,*+,KOREASAT 7,SKO,2017-05-04,FRGUI,NA,1436.1,0,35794,35780,N/A,,0,0,1,0,0
2017-023B,42692,*+,SGDC,BRA,2017-05-04,FRGUI,NA,1436.1,0,35797,35777,N/A,,0,0,1,0,0
2017-024A,42695,*+,GSAT-9,IND,2017-05-05,SRILR,NA,1436.1,0.1,35797,35777,N/A,,0,0,1,0,0
2017-025A,42698,*+,INMARSAT 5-F4,IM,2017-05-15,AFETR,NA,1436.1,0,35790,35783,N/A,,0,0,1,0,0
2017-026A,42709,*+,SES-15,SES,2017-05-18,FRGUI,NA,1436.1,0,35789,35786,N/A,,0,0,1,1,0
1998-067LS,42711,M*+,ALTAIR PATHFINDER,US,1998-11-20,TYMSC,NA,90.4,51.6,295,288,N/A,,0,0,0,0,1
2017-027A,42719,*+,COSMOS 2518,CIS,2017-05-25,PLMSC,NA,717.6,63.3,37992,2353,N/A,,0,0,0,0,0
1998-067MF,42726,M*+,NSIGHT,SAF,1998-11-20,TYMSC,NA,91.3,51.6,343,337,N/A,,0,0,1,0,1
2017-028A,42738,*+,QZS-2  (MICHIBIKI-2),JPN,2017-06-01,TANSC,NA,1436.3,43.4,38946,32635,N/A,,0,0,1,1,0
2017-029A,42740,*+,VIASAT-2,US,2017-06-01,FRGUI,NA,1436.1,0,35788,35785,N/A,,0,0,1,0,0
2017-029B,42741,*+,EUTELSAT 172B,EUT,2017-06-01,FRGUI,NA,1436.1,0,35788,35785,N/A,,0,0,1,0,0
2017-031A,42747,*+,GSAT-19,IND,2017-06-05,SRILR,NA,1436.1,0.1,35795,35779,N/A,,0,0,1,0,0
2017-032A,42749,*+,ECHOSTAR 21,US,2017-06-08,TYMSC,NA,1436.1,6,35798,35776,N/A,,0,0,1,0,0
2017-019B,42752,*+,LEMUR-2-ANGELA,US,2017-04-18,AFETR,NA,94.1,51.6,481,467,N/A,,1,0,0,0,0
2017-019C,42753,*+,LEMUR-2-JENNYBARNA,US,2017-04-18,AFETR,NA,94,51.6,477,464,N/A,,1,0,0,0,0
2017-019D,42754,*+,LEMUR-2-ROBMOORE,US,2017-04-18,AFETR,NA,94.1,51.6,481,467,N/A,,1,0,0,0,0
2017-019E,42755,*+,LEMUR-2-SPIROVISION,US,2017-04-18,AFETR,NA,94,51.6,477,463,N/A,,1,0,0,0,0
2017-034A,42758,M*+,HXMT (HUIYAN),PRC,2017-06-15,JSC,NA,95.5,43,549,532,N/A,,0,1,0,0,0
2017-034B,42759,M*+,ZHUHAI-1 02 (CAS-4B),PRC,2017-06-15,JSC,NA,95.4,43,546,528,N/A,,1,0,1,0,0
2017-034C,42760,*+,NUSAT-3 (MILANESAT),ARG,2017-06-15,JSC,NA,95.4,43,544,528,N/A,,1,0,0,0,0
2017-034D,42761,M*+,ZHUHAI-1 01 (CAS-4A),PRC,2017-06-15,JSC,NA,95.4,43,546,528,N/A,,1,0,1,0,0
2017-035A,42763,M*+,CHINASAT 9A (ZX 9A),PRC,2017-06-18,XICLF,NA,1436.1,0.1,35795,35777,N/A,,0,0,1,0,0
2017-036A,42765,M*+,UCLSAT,UK,2017-06-23,SRILR,NA,94.6,97.3,505,489,N/A,,0,0,1,0,1
2017-036B,42766,*+,NIUSAT,IND,2017-06-23,SRILR,NA,94.7,97.3,513,491,N/A,,0,0,1,0,0
2017-036C,42767,*+,CARTOSAT-2E,IND,2017-06-23,SRILR,NA,94.8,97.5,514,502,N/A,,1,0,1,0,0
2017-036D,42768,M*+,LITUANICASAT-2,LTU,2017-06-23,SRILR,NA,94.5,97.3,507,485,N/A,,0,0,1,0,1
2017-036E,42769,*+,CE-SAT-I,JPN,2017-06-23,SRILR,NA,94.7,97.3,514,493,N/A,,0,0,0,0,0
2017-036G,42771,*+,LEMUR-2-SHAINAJOHL,US,2017-06-23,SRILR,NA,94.6,97.3,509,488,N/A,,1,0,0,0,0
2017-036H,42772,*+,LEMUR-2-XUENITERENCE,US,2017-06-23,SRILR,NA,94.6,97.3,508,488,N/A,,1,0,0,0,0
2017-036J,42773,*+,LEMUR-2-LUCYBRYCE,US,2017-06-23,SRILR,NA,94.6,97.3,508,488,N/A,,1,0,0,0,0
2017-036K,42774,*+,LEMUR-2-KUNGFOO,US,2017-06-23,SRILR,NA,94.6,97.3,509,488,N/A,,1,0,0,0,0
2017-036L,42775,*+,AALTO-1,FIN,2017-06-23,SRILR,NA,94.6,97.3,512,491,N/A,,0,0,1,0,1
2017-036M,42776,M*+,URSA MAIOR,IT,2017-06-23,SRILR,NA,94.6,97.3,511,491,N/A,,0,0,1,0,1
2017-036N,42777,M*+,COMPASS 2,GER,2017-06-23,SRILR,NA,94.5,97.3,505,487,N/A,,0,0,1,0,1
2017-036P,42778,*+,MAX VALIER SAT,IT,2017-06-23,SRILR,NA,94.6,97.3,508,490,N/A,,0,0,1,0,0
2017-036Q,42779,*+,LEMUR-2-LYNSEY-SYMO,US,2017-06-23,SRILR,NA,94.5,97.3,503,485,N/A,,1,0,0,0,0
2017-036R,42780,*+,LEMUR-2-LISASAURUS,US,2017-06-23,SRILR,NA,94.6,97.3,505,488,N/A,,1,0,0,0,0
2017-036S,42781,*+,LEMUR-2-SAM-AMELIA,US,2017-06-23,SRILR,NA,94.5,97.3,505,487,N/A,,1,0,0,0,0
2017-036T,42782,*+,LEMUR-2-MCPEAKE,US,2017-06-23,SRILR,NA,94.5,97.3,504,487,N/A,,1,0,0,0,0
2017-036U,42783,*+,DIAMOND RED,UK,2017-06-23,SRILR,NA,94.6,97.3,507,490,N/A,,0,0,1,0,1
2017-036V,42784,M*+,PEGASUS,ASR,2017-06-23,SRILR,NA,94.6,97.3,506,489,N/A,,0,0,1,0,1
2017-036W,42785,*+,DIAMOND GREEN,UK,2017-06-23,SRILR,NA,94.6,97.3,507,490,N/A,,0,0,1,0,1
2017-036X,42786,*+,DIAMOND BLUE,UK,2017-06-23,SRILR,NA,94.6,97.3,507,490,N/A,,0,0,1,0,1
2017-036Y,42787,M*+,NUDTSAT,BEL,2017-06-23,SRILR,NA,94.5,97.3,502,487,N/A,,0,0,1,0,1
2017-036Z,42788,*+,SUCHAI,CHL,2017-06-23,SRILR,NA,94.5,97.3,505,488,N/A,,0,0,1,0,1
2017-036AA,42789,*+,SKCUBE,CZC,2017-06-23,SRILR,NA,94.6,97.3,505,488,N/A,,0,0,1,0,1
2017-036AB,42790,M*+,VZLUSAT-1,CZC,2017-06-23,SRILR,NA,94.5,97.3,503,486,N/A,,0,0,1,0,1
2017-036AD,42792,*+,ROBUSTA-1B,FR,2017-06-23,SRILR,NA,94.5,97.3,504,488,N/A,,0,0,1,0,1
2017-036AE,42793,*+,CICERO 6,US,2017-06-23,SRILR,NA,94.6,97.3,505,490,N/A,,0,0,0,0,1
2017-036AF,42794,*+,D-SAT,IT,2017-06-23,SRILR,NA,96.6,97.5,684,505,N/A,,0,0,1,0,1
2017-036AG,42795,M*+,TYVAK 53B,US,2017-06-23,SRILR,NA,94.5,97.3,498,491,N/A,,0,0,0,0,0
2017-037A,42798,*+,COSMOS 2519,CIS,2017-06-23,PLMSC,NA,93.7,97.8,604,311,N/A,,0,0,0,0,0
2017-038A,42801,*+,BULGARIASAT-1,BUL,2017-06-23,AFETR,NA,1436.1,0,35797,35775,N/A,,0,0,1,0,0
2017-039A,42803,*+,IRIDIUM 113,US,2017-06-25,AFWTR,NA,100.4,86.4,780,776,N/A,,0,0,1,0,0
2017-039B,42804,*+,IRIDIUM 123,US,2017-06-25,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2017-039C,42805,*+,IRIDIUM 120,US,2017-06-25,AFWTR,NA,100.4,86.4,780,776,N/A,,0,0,1,0,0
2017-039D,42806,*+,IRIDIUM 115,US,2017-06-25,AFWTR,NA,99.8,86.5,750,745,N/A,,0,0,1,0,0
2017-039E,42807,*+,IRIDIUM 118,US,2017-06-25,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2017-039F,42808,*+,IRIDIUM 117,US,2017-06-25,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2017-039G,42809,*+,IRIDIUM 126,US,2017-06-25,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2017-039H,42810,*+,IRIDIUM 124,US,2017-06-25,AFWTR,NA,99.8,86.5,749,746,N/A,,0,0,1,0,0
2017-039J,42811,*+,IRIDIUM 128,US,2017-06-25,AFWTR,NA,100.4,86.4,780,775,N/A,,0,0,1,0,0
2017-039K,42812,*+,IRIDIUM 121,US,2017-06-25,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2017-040A,42814,M*+,HELLAS-SAT 3,GRE,2017-06-28,FRGUI,NA,1436.1,0.1,35789,35784,N/A,,0,0,1,0,0
2017-040B,42815,*+,GSAT-17,IND,2017-06-28,FRGUI,NA,1436.1,0.1,35810,35762,N/A,,1,0,1,0,0
2017-041A,42818,*+,INTELSAT 35E (IS-35E),ITS,2017-07-05,AFETR,NA,1436.1,0,35794,35778,N/A,,0,0,1,0,0
2017-042A,42825,*+,KANOPUS-V-IK,CIS,2017-07-14,TYMSC,NA,94.8,97.5,510,507,N/A,,0,0,0,0,0
2017-042B,42826,*+,NORSAT 1,NOR,2017-07-14,TYMSC,NA,96.6,97.6,606,584,N/A,,0,0,0,0,0
2017-042C,42827,*+,OBJECT C,TBD,2017-07-14,TYMSC,NA,96.6,97.6,605,583,N/A,,0,0,0,0,0
2017-042D,42828,*+,NORSAT 2,NOR,2017-07-14,TYMSC,NA,96.6,97.6,604,583,N/A,,0,0,1,0,0
2017-042E,42829,*+,TECHNOSAT,GER,2017-07-14,TYMSC,NA,96.6,97.6,605,584,N/A,,0,1,1,0,0
2017-042F,42830,*+,OBJECT F,TBD,2017-07-14,TYMSC,NA,96.5,97.6,602,582,N/A,,0,0,1,0,0
2017-042G,42831,*+,FLYING LAPTOP,GER,2017-07-14,TYMSC,NA,96.6,97.6,605,584,N/A,,0,1,1,0,0
2017-042H,42832,*+,OBJECT H,TBD,2017-07-14,TYMSC,NA,96.6,97.6,604,584,N/A,,0,0,0,0,0
2017-042J,42833,*+,OBJECT J,TBD,2017-07-14,TYMSC,NA,96.6,97.6,604,584,N/A,,0,0,0,0,0
2017-042K,42834,*+,OBJECT K,TBD,2017-07-14,TYMSC,NA,96.6,97.6,604,584,N/A,,0,0,0,0,0
2017-042L,42835,*+,WNISAT 1R,JPN,2017-07-14,TYMSC,NA,96.6,97.6,604,585,N/A,,0,0,0,0,0
2017-042M,42836,*+,OBJECT M,TBD,2017-07-14,TYMSC,NA,96.6,97.6,604,584,N/A,,0,0,0,0,0
2017-042N,42837,*+,LEMUR-2-GREENBERG,US,2017-07-14,TYMSC,NA,96.5,97.6,601,582,N/A,,1,0,0,0,0
2017-042P,42838,*+,LEMUR-2-ANDIS,US,2017-07-14,TYMSC,NA,96.5,97.6,601,582,N/A,,1,0,0,0,0
2017-042Q,42839,*+,LEMUR-2-MONSON,US,2017-07-14,TYMSC,NA,96.5,97.6,602,583,N/A,,1,0,0,0,0
2017-042R,42840,*+,LEMUR-2-FURIAUS,US,2017-07-14,TYMSC,NA,96.5,97.6,601,582,N/A,,1,0,0,0,0
2017-042S,42841,*+,LEMUR-2-PETERG,US,2017-07-14,TYMSC,NA,96.5,97.6,600,582,N/A,,1,0,0,0,0
2017-042T,42842,*+,LEMUR-2-DEMBITZ,US,2017-07-14,TYMSC,NA,96.5,97.6,600,582,N/A,,1,0,0,0,0
2017-042U,42843,*+,OBJECT U,TBD,2017-07-14,TYMSC,NA,96.5,97.6,602,584,N/A,,0,0,0,0,0
2017-042V,42844,*+,NANOACE,US,2017-07-14,TYMSC,NA,96.5,97.6,600,582,N/A,,0,0,0,0,0
2017-042W,42845,*+,LEMUR-2-ZACHARY,US,2017-07-14,TYMSC,NA,96.5,97.5,600,581,N/A,,1,0,0,0,0
2017-042X,42846,*+,CORVUS BC2,US,2017-07-14,TYMSC,NA,96.5,97.6,599,585,N/A,,0,0,1,0,1
2017-042Y,42847,*+,CORVUS BC1,US,2017-07-14,TYMSC,NA,96.5,97.6,598,585,N/A,,0,0,1,0,1
2017-042Z,42848,*+,OBJECT Z,TBD,2017-07-14,TYMSC,NA,96.5,97.6,596,584,N/A,,0,0,0,0,0
2017-042AA,42849,*+,OBJECT AA,TBD,2017-07-14,TYMSC,NA,96.5,97.6,596,584,N/A,,0,0,0,0,0
2017-042AB,42850,*+,FLOCK 2K-03,US,2017-07-14,TYMSC,NA,93.5,96.9,454,440,N/A,,1,0,0,0,0
2017-042AC,42851,*+,FLOCK 2K-04,US,2017-07-14,TYMSC,NA,93.5,96.9,453,438,N/A,,1,0,0,0,0
2017-042AD,42852,*+,FLOCK 2K-01,US,2017-07-14,TYMSC,NA,93.5,96.9,454,439,N/A,,1,0,0,0,0
2017-042AE,42853,*+,FLOCK 2K-02,US,2017-07-14,TYMSC,NA,93.6,96.9,460,445,N/A,,1,0,0,0,0
2017-042AF,42854,*+,FLOCK 2K-47,US,2017-07-14,TYMSC,NA,93.5,96.9,454,440,N/A,,1,0,0,0,0
2017-042AG,42855,*+,FLOCK 2K-48,US,2017-07-14,TYMSC,NA,93.5,96.9,453,439,N/A,,1,0,0,0,0
2017-042AH,42856,*+,FLOCK 2K-45,US,2017-07-14,TYMSC,NA,93.5,96.9,454,440,N/A,,1,0,0,0,0
2017-042AJ,42857,*+,FLOCK 2K-24,US,2017-07-14,TYMSC,NA,93.5,96.9,451,436,N/A,,1,0,0,0,0
2017-042AK,42858,*+,FLOCK 2K-46,US,2017-07-14,TYMSC,NA,93.5,96.9,451,437,N/A,,1,0,0,0,0
2017-042AL,42859,*+,FLOCK 2K-23,US,2017-07-14,TYMSC,NA,93.5,96.9,454,440,N/A,,1,0,0,0,0
2017-042AM,42860,*+,FLOCK 2K-21,US,2017-07-14,TYMSC,NA,93.5,96.9,454,440,N/A,,1,0,0,0,0
2017-042AN,42861,*+,FLOCK 2K-22,US,2017-07-14,TYMSC,NA,93.4,96.9,447,433,N/A,,1,0,0,0,0
2017-042AP,42862,*+,FLOCK 2K-07,US,2017-07-14,TYMSC,NA,93.5,96.9,454,440,N/A,,1,0,0,0,0
2017-042AQ,42863,*+,FLOCK 2K-08,US,2017-07-14,TYMSC,NA,93.5,96.9,454,439,N/A,,1,0,0,0,0
2017-042AR,42864,*+,FLOCK 2K-05,US,2017-07-14,TYMSC,NA,93.4,96.9,449,435,N/A,,1,0,0,0,0
2017-042AS,42865,*+,FLOCK 2K-40,US,2017-07-14,TYMSC,NA,93.5,96.9,454,440,N/A,,1,0,0,0,0
2017-042AT,42866,*+,FLOCK 2K-39,US,2017-07-14,TYMSC,NA,93.5,96.9,455,440,N/A,,1,0,0,0,0
2017-042AU,42867,*+,FLOCK 2K-37,US,2017-07-14,TYMSC,NA,93.5,96.9,455,440,N/A,,1,0,0,0,0
2017-042AV,42868,*+,FLOCK 2K-38,US,2017-07-14,TYMSC,NA,93.5,96.9,453,438,N/A,,1,0,0,0,0
2017-042AW,42869,*+,FLOCK 2K-31,US,2017-07-14,TYMSC,NA,93.5,96.9,454,440,N/A,,1,0,0,0,0
2017-042AX,42870,*+,FLOCK 2K-32,US,2017-07-14,TYMSC,NA,93.5,96.9,455,440,N/A,,1,0,0,0,0
2017-042AY,42871,*+,FLOCK 2K-29,US,2017-07-14,TYMSC,NA,93.5,96.9,455,439,N/A,,1,0,0,0,0
2017-042AZ,42872,*+,FLOCK 2K-30,US,2017-07-14,TYMSC,NA,93.5,96.9,455,439,N/A,,1,0,0,0,0
2017-042BA,42873,*+,FLOCK 2K-44,US,2017-07-14,TYMSC,NA,93.5,96.9,455,439,N/A,,1,0,0,0,0
2017-042BB,42874,*+,FLOCK 2K-43,US,2017-07-14,TYMSC,NA,93.7,96.9,467,449,N/A,,1,0,0,0,0
2017-042BC,42875,*+,FLOCK 2K-41,US,2017-07-14,TYMSC,NA,93.5,96.9,455,438,N/A,,1,0,0,0,0
2017-042BD,42876,*+,FLOCK 2K-36,US,2017-07-14,TYMSC,NA,93.5,96.9,452,435,N/A,,1,0,0,0,0
2017-042BE,42877,*+,FLOCK 2K-35,US,2017-07-14,TYMSC,NA,93.5,96.9,455,439,N/A,,1,0,0,0,0
2017-042BF,42878,*+,FLOCK 2K-34,US,2017-07-14,TYMSC,NA,93.5,96.9,454,437,N/A,,1,0,0,0,0
2017-042BG,42879,*+,FLOCK 2K-33,US,2017-07-14,TYMSC,NA,93.3,96.9,446,430,N/A,,1,0,0,0,0
2017-042BH,42880,*+,FLOCK 2K-28,US,2017-07-14,TYMSC,NA,93.7,96.9,466,448,N/A,,1,0,0,0,0
2017-042BJ,42881,*+,LEMUR-2-ARTFISCHER,US,2017-07-14,TYMSC,NA,93.6,96.9,457,439,N/A,,1,0,0,0,0
2017-042BK,42882,*+,FLOCK 2K-27,US,2017-07-14,TYMSC,NA,93.4,96.9,451,434,N/A,,1,0,0,0,0
2017-042BL,42883,*+,FLOCK 2K-26,US,2017-07-14,TYMSC,NA,93.5,96.9,453,436,N/A,,1,0,0,0,0
2017-042BM,42884,*+,FLOCK 2K-25,US,2017-07-14,TYMSC,NA,93.5,96.9,455,438,N/A,,1,0,0,0,0
2017-042BN,42885,*+,FLOCK 2K-20,US,2017-07-14,TYMSC,NA,93.5,96.9,453,436,N/A,,1,0,0,0,0
2017-042BP,42886,*+,FLOCK 2K-19,US,2017-07-14,TYMSC,NA,93.5,96.9,456,438,N/A,,1,0,0,0,0
2017-042BQ,42887,*+,FLOCK 2K-18,US,2017-07-14,TYMSC,NA,93.5,96.9,456,438,N/A,,1,0,0,0,0
2017-042BR,42888,*+,FLOCK 2K-17,US,2017-07-14,TYMSC,NA,93.5,96.9,452,435,N/A,,1,0,0,0,0
2017-042BS,42889,*+,FLOCK 2K-16,US,2017-07-14,TYMSC,NA,93.5,96.9,456,438,N/A,,1,0,0,0,0
2017-042BT,42890,*+,FLOCK 2K-15,US,2017-07-14,TYMSC,NA,93.5,96.9,456,438,N/A,,1,0,0,0,0
2017-042BU,42891,*+,FLOCK 2K-13,US,2017-07-14,TYMSC,NA,93.4,96.9,450,433,N/A,,1,0,0,0,0
2017-042BV,42892,*+,FLOCK 2K-14,US,2017-07-14,TYMSC,NA,93.5,96.9,453,436,N/A,,1,0,0,0,0
2017-042BW,42893,*+,FLOCK 2K-12,US,2017-07-14,TYMSC,NA,93.5,96.9,456,438,N/A,,1,0,0,0,0
2017-042BX,42894,*+,FLOCK 2K-11,US,2017-07-14,TYMSC,NA,93.5,96.9,456,438,N/A,,1,0,0,0,0
2017-042BY,42895,*+,FLOCK 2K-10,US,2017-07-14,TYMSC,NA,93.5,96.9,456,438,N/A,,1,0,0,0,0
2017-042BZ,42896,*+,FLOCK 2K-09,US,2017-07-14,TYMSC,NA,93.5,96.9,453,435,N/A,,1,0,0,0,0
2017-042CA,42897,*+,FLOCK 2K-06,US,2017-07-14,TYMSC,NA,93.5,96.9,455,440,N/A,,1,0,0,0,0
2017-044B,42901,*+,VENUS,ISR,2017-08-02,FRGUI,NA,99.3,98.3,724,722,N/A,,0,0,0,0,0
2017-046A,42907,*+,COSMOS 2520,CIS,2017-08-16,TYMSC,NA,1436.1,0,35789,35784,N/A,,0,0,1,0,0
2017-047A,42915,*+,TDRS 13,US,2017-08-18,AFETR,NA,1436.1,6,35833,35740,N/A,,1,0,1,0,0
2017-048A,42917,*+,QZS-3 (MICHIBIKI-3),JPN,2017-08-19,TANSC,NA,1436,0.1,35795,35775,N/A,,0,0,1,0,0
2017-049A,42920,*+,FORMOSAT-5,ROC,2017-08-24,AFWTR,NA,99.3,98.3,730,715,N/A,,1,0,0,0,0
2017-050A,42921,*+,ORS-5 SENSORSAT,US,2017-08-26,AFETR,NA,96.6,0.1,603,585,N/A,,0,0,0,0,0
2017-053A,42934,*+,AMAZONAS 5,SPN,2017-09-11,TYMSC,NA,1436.1,0,35799,35775,N/A,,0,0,1,0,0
2017-055A,42939,M*+,COSMOS 2522 [GLONASS-M],CIS,2017-09-22,PLMSC,NA,675.7,64.5,19156,19104,N/A,,0,0,0,1,0
2017-057A,42942,*+,ASIASAT 9,AC,2017-09-28,TYMSC,NA,1436.1,0,35797,35777,N/A,,0,0,1,0,0
2017-058A,42945,*+,YAOGAN-30 A,PRC,2017-09-29,XICLF,NA,96.7,35,602,596,N/A,,0,0,0,0,0
2017-058B,42946,*+,YAOGAN-30 B,PRC,2017-09-29,XICLF,NA,96.7,35,601,597,N/A,,0,0,0,0,0
2017-058C,42947,*+,YAOGAN-30 C,PRC,2017-09-29,XICLF,NA,96.7,35,603,595,N/A,,0,0,0,0,0
2017-059A,42950,*+,INTELSAT 37E (IS-37E),ITS,2017-09-29,FRGUI,NA,1436.1,0,35800,35773,N/A,,0,0,1,0,0
2017-059B,42951,*+,BSAT-4A,JPN,2017-09-29,FRGUI,NA,1436.1,0.1,35789,35785,N/A,,0,0,1,0,0
2017-060A,42954,M*+,VRSS-2,VEN,2017-10-09,JSC,NA,97.6,98,656,628,N/A,,0,0,0,0,0
2017-061A,42955,*+,IRIDIUM 133,US,2017-10-09,AFWTR,NA,100.4,86.4,780,776,N/A,,0,0,1,0,0
2017-061B,42956,*+,IRIDIUM 100,US,2017-10-09,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2017-061C,42957,*+,IRIDIUM 122,US,2017-10-09,AFWTR,NA,100.4,86.4,780,776,N/A,,0,0,1,0,0
2017-061D,42958,*+,IRIDIUM 129,US,2017-10-09,AFWTR,NA,100.4,86.4,780,776,N/A,,0,0,1,0,0
2017-061E,42959,*+,IRIDIUM 119,US,2017-10-09,AFWTR,NA,100.4,86.4,780,776,N/A,,0,0,1,0,0
2017-061F,42960,*+,IRIDIUM 107,US,2017-10-09,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2017-061G,42961,*+,IRIDIUM 132,US,2017-10-09,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2017-061H,42962,*+,IRIDIUM 136,US,2017-10-09,AFWTR,NA,100.4,86.4,780,776,N/A,,0,0,1,0,0
2017-061J,42963,*+,IRIDIUM 139,US,2017-10-09,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2017-061K,42964,*+,IRIDIUM 125,US,2017-10-09,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2017-062A,42965,*+,QZS-4 (MICHIBIKI-4),JPN,2017-10-09,TANSC,NA,1436.1,40.8,38942,32631,N/A,,0,0,1,0,0
2017-063A,42967,*+,SES-11 (ECHOSTAR 105),SES,2017-10-11,AFETR,NA,1436.1,0,35800,35774,N/A,,0,0,1,0,0
2017-064A,42969,*+,SENTINEL-5P,ESA,2017-10-13,PLMSC,NA,101.4,98.7,828,826,N/A,,1,0,0,0,0
1998-067NE,42982,*+,KESTREL EYE IIM (KE2M),US,1998-11-20,TYMSC,NA,92,51.6,377,372,N/A,,0,0,0,0,0
2017-067A,42984,*+,KOREASAT 5A,SKO,2017-10-30,AFETR,NA,1436.1,0,35795,35779,N/A,,0,0,1,0,0
2017-037E,42986,*+,COSMOS 2523,CIS,2017-06-23,PLMSC,NA,96.9,97.8,664,553,N/A,,0,0,0,0,0
2017-068A,42987,*+,SKYSAT-C11,US,2017-10-31,AFWTR,NA,94.6,97.4,507,493,N/A,,1,0,0,0,0
2017-068B,42988,*+,SKYSAT-C10,US,2017-10-31,AFWTR,NA,94.6,97.4,503,498,N/A,,1,0,0,0,0
2017-068C,42989,*+,SKYSAT-C9,US,2017-10-31,AFWTR,NA,93.7,97.3,459,456,N/A,,1,0,0,0,0
2017-068D,42990,*+,SKYSAT-C8,US,2017-10-31,AFWTR,NA,94.6,97.5,503,499,N/A,,1,0,0,0,0
2017-068E,42991,*+,SKYSAT-C7,US,2017-10-31,AFWTR,NA,94.6,97.4,503,497,N/A,,1,0,0,0,0
2017-068F,42992,*+,SKYSAT-C6,US,2017-10-31,AFWTR,NA,94.6,97.4,507,493,N/A,,1,0,0,0,0
2017-068J,42995,*+,FLOCK 3M-1,US,2017-10-31,AFWTR,NA,94.7,97.4,515,493,N/A,,1,0,0,0,0
2017-068K,42996,*+,FLOCK 3M-3,US,2017-10-31,AFWTR,NA,94.7,97.4,514,493,N/A,,1,0,0,0,0
2017-068L,42997,*+,FLOCK 3M-4,US,2017-10-31,AFWTR,NA,94.7,97.4,514,494,N/A,,1,0,0,0,0
2017-068M,42998,*+,FLOCK 3M-2,US,2017-10-31,AFWTR,NA,94.7,97.4,513,495,N/A,,1,0,0,0,0
2017-069A,43001,*+,BEIDOU-3 M1,PRC,2017-11-05,XICLF,NA,773.2,55.1,21551,21505,N/A,,0,0,0,1,0
2017-069B,43002,*+,BEIDOU-3 M2,PRC,2017-11-05,XICLF,NA,773.2,55.1,21550,21506,N/A,,0,0,0,1,0
2017-070A,43005,*+,MOHAMMED VI-A,MA,2017-11-08,FRGUI,NA,97.5,98,639,638,N/A,,0,0,0,0,0
2017-072A,43010,*+,FENGYUN 3D,PRC,2017-11-14,TAISC,NA,101.4,98.7,828,825,N/A,,1,0,0,0,0
2017-072B,43011,*+,HEAD-1,PRC,2017-11-14,TAISC,NA,100.9,98.7,811,795,N/A,,0,0,0,0,0
2017-073A,43013,M*+,NOAA 20,US,2017-11-18,AFWTR,NA,101.4,98.7,828,826,N/A,,1,0,0,0,0
2017-073B,43014,*+,BUCCANEER RMM,AUS,2017-11-18,AFWTR,NA,97.4,97.7,811,457,N/A,,0,0,0,0,0
2017-073C,43015,*+,MIRATA,US,2017-11-18,AFWTR,NA,97.4,97.7,811,453,N/A,,0,0,0,0,1
2017-073D,43016,*+,MAKERSAT 0,US,2017-11-18,AFWTR,NA,97.4,97.7,814,452,N/A,,0,0,0,0,1
2017-073E,43017,M*+,RADFXSAT (FOX-1B),US,2017-11-18,AFWTR,NA,97.4,97.7,815,452,N/A,,0,0,1,0,0
1998-067NH,43020,*+,ASTERIA,US,1998-11-20,TYMSC,NA,91.4,51.6,343,341,N/A,,0,0,0,0,1
1998-067NJ,43021,*+,DELLINGR (RBLE),US,1998-11-20,TYMSC,NA,92,51.6,375,372,N/A,,0,0,0,0,1
2017-074A,43022,*+,JILIN-01-04,PRC,2017-11-21,TAISC,NA,95.4,97.5,543,530,N/A,,0,0,0,0,0
2017-074B,43023,*+,JILIN-01-05,PRC,2017-11-21,TAISC,NA,95.4,97.5,544,530,N/A,,0,0,0,0,0
2017-074C,43024,*+,JILIN-01-06,PRC,2017-11-21,TAISC,NA,95.4,97.5,546,528,N/A,,0,0,0,0,0
2017-075A,43028,*+,YAOGAN-30 D,PRC,2017-11-24,XICLF,NA,96.7,35,600,598,N/A,,0,0,0,0,0
2017-075B,43029,*+,YAOGAN-30 E,PRC,2017-11-24,XICLF,NA,96.7,35,602,596,N/A,,0,0,0,0,0
2017-075C,43030,*+,YAOGAN-30 F,PRC,2017-11-24,XICLF,NA,96.7,35,602,595,N/A,,0,0,0,0,0
